flow_id,capture_id,traffic_class,label,packet_index,timestamp,direction,packet_size,payload_size,iat,transport_protocol,tcp_flags,quic_packet_type
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,82,1.428166,B,425,377,0.019997,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,83,1.455856,F,1028,1005,0.027691,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,84,1.484946,F,226,195,0.02909,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,85,1.512701,F,843,822,0.027754,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,86,1.514492,F,664,618,0.001791,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,87,1.524845,F,472,422,0.010353,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,88,1.534967,F,1206,1161,0.010122,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,89,1.543618,F,837,791,0.008651,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,90,1.551152,B,902,878,0.007535,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,91,1.5611,F,1122,1083,0.009948,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,92,1.583132,F,847,817,0.022031,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,93,1.607064,F,985,956,0.023933,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,94,1.625045,F,1094,1069,0.01798,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,95,1.637932,B,1020,993,0.012888,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,96,1.671238,B,935,893,0.033306,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,97,1.688139,B,1384,1339,0.016901,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,98,1.717384,F,1222,1191,0.029245,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,99,1.728552,B,824,779,0.011168,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,100,1.751517,F,577,545,0.022965,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,101,1.785622,B,1041,1004,0.034105,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,102,1.798927,B,914,870,0.013305,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,103,1.809066,F,1362,1310,0.010139,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,104,1.834191,B,1146,1115,0.025125,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,105,1.866745,B,1079,1056,0.032554,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,106,1.887182,B,853,829,0.020437,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,107,1.905777,F,587,560,0.018595,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,108,1.943104,F,790,743,0.037327,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,109,1.976392,B,993,943,0.033288,QUIC,,1-RTT
flow_doh_mcikpt,cap_doh_k93tyt,DOH,2,0,0.0,F,172,135,0.0,TCP,ACK,
flow_doh_mcikpt,cap_doh_k93tyt,DOH,2,1,0.072737,B,209,163,0.072737,TCP,ACK,
flow_doh_mcikpt,cap_doh_k93tyt,DOH,2,2,0.111414,F,305,252,0.038678,TCP,ACK,
flow_doh_mcikpt,cap_doh_k93tyt,DOH,2,3,0.148416,B,173,127,0.037002,TCP,ACK,
flow_doh_mcikpt,cap_doh_k93tyt,DOH,2,4,0.181612,F,288,252,0.033195,TCP,ACK,
flow_doh_mcikpt,cap_doh_k93tyt,DOH,2,5,0.232233,B,54,11,0.050621,TCP,ACK,
flow_doh_mcikpt,cap_doh_k93tyt,DOH,2,6,0.318007,F,201,157,0.085774,TCP,ACK,
flow_doh_mcikpt,cap_doh_k93tyt,DOH,2,7,0.363486,B,270,244,0.045479,TCP,ACK,
flow_doh3_fkhmy4,cap_doh3_sj6bw3,DOH3,3,0,0.0,F,240,191,0.0,QUIC,,1-RTT
flow_doh3_fkhmy4,cap_doh3_sj6bw3,DOH3,3,1,0.019432,B,287,245,0.019432,QUIC,,1-RTT
flow_doh3_fkhmy4,cap_doh3_sj6bw3,DOH3,3,2,0.035108,F,222,184,0.015676,QUIC,,1-RTT
flow_doh3_fkhmy4,cap_doh3_sj6bw3,DOH3,3,3,0.054136,B,116,65,0.019029,QUIC,,1-RTT
flow_doh3_fkhmy4,cap_doh3_sj6bw3,DOH3,3,4,0.087548,F,220,171,0.033411,QUIC,,1-RTT
flow_doh3_fkhmy4,cap_doh3_sj6bw3,DOH3,3,5,0.092823,B,135,87,0.005275,QUIC,,1-RTT
flow_doh3_fkhmy4,cap_doh3_sj6bw3,DOH3,3,6,0.124157,F,131,83,0.031333,QUIC,,1-RTT
flow_doq_zue8yf,cap_doq_bntpbn,DOQ,4,0,0.0,F,118,89,0.0,QUIC,,1-RTT
flow_doq_zue8yf,cap_doq_bntpbn,DOQ,4,1,0.011393,B,208,170,0.011393,QUIC,,1-RTT
flow_doq_zue8yf,cap_doq_bntpbn,DOQ,4,2,0.060222,F,213,160,0.048829,QUIC,,1-RTT
flow_doq_zue8yf,cap_doq_bntpbn,DOQ,4,3,0.072112,B,178,126,0.01189,QUIC,,1-RTT
flow_doq_zue8yf,cap_doq_bntpbn,DOQ,4,4,0.075288,F,185,143,0.003176,QUIC,,1-RTT
flow_doq_zue8yf,cap_doq_bntpbn,DOQ,4,5,0.084678,B,229,182,0.00939,QUIC,,1-RTT
